30IQTZXKAL4NIOMCQZ3DN0X1GNQ0X4 W175 skip
3LO69W1SU4BPTYG8QIPSXYPUGV4GL0 W402 |There are two kills and the broadcaster discusses the music playlist with someone in chat.|
3LRLIPTPER7DZ1LNJILHMC1CT1SKAX W139 |green seems to be taking out red in this broadcasting|
3J2UYBXQQMAAZ92GPCUNNNKHJLI60B W398 |The player suddenly yells into the mic. |
3DZQRBDBSMDB3ZZAFCF9QQEG4M2S3H W327 |A player refrains from using the "F" word by stretching out the "F" sound.|
3URFVVM166GS35Y7PO5I9S1J4GXUZB W302 |Kingarthas(21) went on a killing spree|
3137ONMDKH3BNS6G9W2OK3ZA738EGQ W385 |graphics is so good in this video and also creative had done an awesome work|
3KB8R4ZV1F5DGPUWZ50YJVTP46GGBD W310 |Shadow Fiend killed Riki using three shadowrazes extremely.&#13;|
37FMASSAYDPRCG0RPT014765KLAIBE W11 |Clock is pushing mid and just as he BoS to try to kill the T1 Witch Doctor denies it. Clock yells on mic. Clock's model is messed up and he appears without a head. People on mic talk about it. SB charges the WD but he is backed up by tps. |
30H4UDGLT3GFCTRSTDGURKIBIZAPMP W295 |Minions are shown destroying a tower from the red team.|
3WOKGM4L72E0OF8KP8GH4N685VI0OL W29 |The streamer gets mad and holds himself back from yelling and cursing.|
38F5OAUN5OA4E9MH6U60ZTJU1VT7H3 W333 |"Sing sing hoodie, buy it for your girlfriend."|
3R6BYFZZP8AEFS12THMYQ7K5N98XF3 W242 |Player questions the location of the character's head.|
3YW4XOSQKRJV89DZHDWQHYH7SIL1UT W393 |recharging, recharging|
3137ONMDKH3BNS6G9W2OK3ZA8JUGEB W405 |Looked liked the yellow guys were going to smash the opponents but did a complete 180 and ran away. As for the entertainment value, the streamer shouting and raging is always funny.&#13;The reds then go far too deep and get shat on.|
3EKVH9QMEZ2GGSK9EM6FCHNOYOQ2DN W201 |Witch doctor denies the tower. Clock rages.|
35BLDD71I7VSGKN7UEFN5E32J6XZVZ W239 |The radiant destroy a tower and one of the players ask "where the f**k is your head?"|
3SNVL38CI5Q1SGIL3WH8S7R0T4FCKT W277 |Yakeen kills RRL&#13;HAO kills Bulba is my only friend.|
37U1UTWH9WKL3H53C4A0RXHVY66R8F W398 |Io turns the fight around and saves his ally. |
3P4MQ7TPPYAHP8MLJJ8KIK2SOSCBBD W232 |Different game characters killing each other. A BLUE DRAGON was cool|
3OLQQLKKNTNLEUWHH2NRHGRQZVSJE2 W385 |Night effect is the main additional added advantage in this video |
3VA45EW49OL0V4T2LRKHISPI9G2O1B W295 |An enemy gets killed by an allied champion.|
3V5Q80FXIYPIY0ICLX03Z81C7YA329 W48 |many deaths for my taste I am a little sensitive, I'm sorry, thank you.|
3MYYFCXHJ45TVQ9NKQQBBHNJVL2G4P W29 skip
3TAYZSBPLM6MIH3RBC147G9OZJI2SJ W103 |A lot of kills happened. I thought it was funny when the commentors said "where the fuck is my team"|
3WR9XG3T649A2XYMRNMH54AQWTR747 W239 |Two of the Dire are fighting one of the Radiant near the mid tower, but they don't manage to get the kill. The we see how the Dire gets a tower. Finally, we see a Sven farming in the jungle.|
3J4Q2Z4UTZ1WHHMLXS160NACLCIWQG W153 |Bunch of blue and yellow fire shot at the dead trees|
3U088ZLJVLR8TOHMGU7RLHJU89M0WQ W137 |Pudge caught the radiant earthshaker out in the trees by his mid tier 1 tower, but with the enemy Io there to support the earthshaker he couldn't kill him, nearly dying himself. Rubick then denied the mid tower.|
3I0BTBYZAYJCITCMVVPF6E4AITK0YA W214 |Clockwerk traps Crystal Maiden and kills her with auto-attacks. The player moves the camera closer and seems emotional about the kill.|
3EF8EXOTT2TMUT255ESCAW8WAJ6J1V W398 |Clockwerk traps and kills crystal maiden.|
3OWEPKL08AAWO58S9S1D4DGQMSVN7Q W385 |Birds fighting looks too extradinory|
3K4J6M3CXFR8XFP4TR02OK9JNR1AGP W295 |The green team champion speaks while he is attempting to annihilate another red team champion.|
3QRYMNZ7FZFJM35ZMV4E9988CTJTNE W106 |Headless clockwork slaps women.|
30H4UDGLT3GFCTRSTDGURKIBI3BPMY W29 |The streamer kills Your Friend while calling them a slut and saying "beat that ass, yeah!"|
3URFVVM166GS35Y7PO5I9S1J5P6UZ3 W103 |Character beat character in the ring. I thought it was hilarious when he said "yeah, beat that ass".|
3RSDURM96BKB9JRG32OUR36EDCEEYV W332 skip
33F859I567BRGLP7JBIG4V5QKLAHBP W115 |The enemy got stunned by what looked to be the player's special ability. He seemed really hyped he ensnared the enemy! Delivering the final blow was really satisfying. |
3UWN2HHPUZ3I73SKXVZOZ4CMALQSNV W163 |Clockwerk blinks forward and uses his ultimate on Crystal Maiden, when that happens he zooms in and starts using profanity before Crystal Maiden dies.|
36U2A8VAG2XEVJJQZOZXPYJJXBKKYZ W354 |The streamer (Clockwerk) makes joke while killing Crystal Maiden.|
33LKR6A5KFIG8WYAH86GC2V59431TR W92 |A lot of mana based attacks are being used. The person who is broadcasting is being funny and curses at the player he is attacking.|
3907X2AHF13P5PNZJVXACB4DC99P28 W310 |Shadow Fiend killed Riki using three shadowrazes extremely.&#13;|
3PMBY0YE281HBKZUZZQJ2YDKJWS9CU W137 |Clockwerk killed Crystal Maiden, with loud commentary by the player.|
33F859I567BRGLP7JBIG4V5QKO3HBO W153 |Bunch of battle with the big pink and yellow bird|
3L4D84MIL0QXY4NJ73VX2JO3R6DHJZ W314 |the game ended as they were trying to take opponents throne they messed up|
37C0GNLMHG14YT3A1OII2U40D996DK W153 |Trophy Upgraded, cool|
3QY7M81QH8KVGZNPCF9XCLZMSU6K7S W398 |Players do winning game call outs, including some swears.|
3LYA37P8IRLIIBQFPWLDHNLIBNEKB1 W385 |the blue color view is soo amazing and extradinory|
37TD41K0AI7ZGZVT85QAJTIAA2WCSM W295 |Some person said "I'm alive, have some mercy!"|
3JWH6J9I9TBJQHBIM9DT9F2M5IVBN9 W202 |Opposing team destroys core while they are rushing the core|
3NPFYT4IZD2KTSXX41SG8SKHOFNXGZ W99 skip
36ZN444YTSWBVAP0TY5NAR64RPZIOY W29 |The streamer wins the game and starts taunting the enemy team.|
3RJSC4XJ11SEG522KTKIVH6HO8005J W30 |wasn't too clear in this video. also, it wasn't english language so i couldn't understant|
3KJYX6QCMA92G5I3CSC1HKFC058VJS W149 skip
3JC6VJ2SACHAHI0KCVHBKNIUXUMA5U W163 |Clockwork defends the throne from the other team while Alchemist kills the other teams throne by himself winning the game.|
379J5II41PER9KKHKNZ4XV4I40WLE2 W266 |Shadow Fiend killed Riki using three shadowrazes extremely.|
3MRNMEIQW64MHE6HOSOKRDMX4OHDLN W201 |Radiant win the throne race.|
3GA6AFUKOPMMDQLU4I3AMC7EWW03HT W313 |Radiant Clockwerk tries to protect the 2 remaining Ancient towers, using Rocket Flare at 56:17. Uses its ultimate, with the shiva guard to intimidate and then goes back to defensive fountain with blink dagger.&#13;Storm Spirit tries to kill CW at 56:44. Both middle towers are destroyed. Ancient is now unprotected and can be attacked.&#13;&#13;Turn of events: Radiant creeps destroyed Dire Ancient at 56:57|
35H6S234SBY9UGOHMI0Z4IG81EH56Q W106 |Radiant's Alchemist scores a backdoor Ancient kill while Clockwork solo defends his own Ancient against three heroes.|
3NXNZ5RS1BVBZ34Y8II8MCL6HY597U W308 testtesttesttesttesttesttesttesttesttesttest
3K5TEWLKGW96LUYXUAR15J0CM6YVIQ W277 |Mendoza kills  KingArthas(21)481.&#13;after a while someone starts to sing. |
35K3O9HUACB59SALYCW62IZY6KDEFO W153 |Big battle with the brown Ork guys and the green lizard-like guys|
3NL0RFNU0GLYXC56AHBQ99FC1UTK4P W362 |Its Amazing For Watching Very Funny Background Speechs And Guy Killing Maximum Number Of Opponent|
34PGFRQONP9FVUI822HX3MYQ6YIJW1 W176 |It has been blasted and killing. they have been chased and attacked by everyone.|
3QL2OFSM97G20M3O099OKZ84N3KCN6 W385 |Running scenes are nice to see and its look realistic|
3HL8HNGX46ZOEWJ4Q1GKA4YNGTH9F6 W11 |A funny song is played while the streamer is dead. |
3HMVI3QICKQCPIX4RETFKJNKOXL1YY W29 |The streamer starts singing to a song.|
337RC3OW0608BV63FDOEXZS44UMVL3 W163 |Clockwerk goes in during a teamfight on Crystal Maiden, she force staffs away but still dies. Afterwords the team manages to kill him. |
3W2LOLRXLCD5YI74LT73H2QMUPFRKG W266 |Shadow Fiend killed Riki using three shadowrazes extremely.|
3OSWBBLG1FVHH8N62BR827HKBX5DXN W49 |offensive song plays|
30MVJZJNHNB4JY509R75P2QF9EXJ9A W201 |Streamer plays racist music on stream.|
3ZGVPD4G6UFD3SJIPJF84WFHMLZTZV W398 |The dire push the center lane. |
3OWEPKL08AAWO58S9S1D4DGQNA27NI W313 |Radiant was wiped at the beginning in the Dire basement. However, Dire middle basement is destroyed. Which doctor killed Brewmaster.|
3BC8WZX3V4URLMKZBDG0IEC0PK9RRF W239 |There's a funny song playing. Three of the radiant advance through the mid lane. Then the Radiant gank one of the Dire.|
3KRVW3HTZOJCPL7KLUKOMPNM4CZMS5 W153 |Fire in the forest, then a big battle|
3DYGAII7PM66X8PKL6NB8T2GRTZPQP W277 |I play for fun, you play for life kills Bulba is my only friend. &#13;Annihilate kills Deep.|
3VA45EW49OL0V4T2LRKHISPI9FRO1Y W4 |the middle tower is under attack. The kill notification sounds are funny.|
3PB5A5BD0W4QEDR6MOOIET7TLG67GZ W385 |magical things are too good but still graphics needs to increase in this phase|
3MB8LZR5BGRUVKCRG9A7VQHNNH0LKX W295 |The screen shows that an enemy player is on a killing spree.|
3NPI0JQDAP3JPOHC2AH6DYD3C8GTP6 W106 |Radiant catches out and kills 3 Dire heroes while Dire is trying to retreat from a push on bottom lane.|
3GNA64GUZF224Y711REXANXZ14E5QM W29 skip
3R3YRB5GRG1R2XQZDWPJSZAAWB1AUY W166 |Near the red dot there was a monster destroyed then a series of battles. One clip after another of action. This video was cool good graphics and much action.|
30MVJZJNHNB4JY509R75P2QF9DZ9J0 W354 |Lina killed shadow fiend, then Juggernaut killed Rubick and Silencer then Shadow Fiend killed Gyrocopter.|
3IX2EGZR7CHANY1M387RGNQ9F2PJRN W398 |Gyrocopter pushes the bottom tower as Winter Wyvern comes in to defend.|
3ZY8KE4ISK1J2SMG7IWAELRYE3CQVW W137 |Lina killed shadow fiend, radiant structures were fortified, and spirit breaker got the bounty rune.|
3QXNC7EIPJTXHS4ENJXZ7XBJ9LB908 W255 |Guy complaining about people in game|
3PB5A5BD0W4QEDR6MOOIET7TLG77G0 W295 |A guy killed a tree, and a bunch of orc minions came out of nowhere!|
3KWTYT08711RD1RO9M61T1Y5QRY5LP W385 |amazing graphics and very nice creativity|
3JBT3HLQF90FB0QB826OZMEKX1JPZT W32 |blue streek across the screen several times.|
38YMOXR4MVX37Z31IJN8UITLLXP6WK W239 |At 29:24 The Radiant kill Roshan and Storm Spirit picks the Aegis of the Inmortal, then they get a kill on a Bounty Hunter that was close to the Roshan Pit|
3NPI0JQDAP3JPOHC2AH6DYD3CB4TP0 W29 |The Radiant took Roshan and Yakeen killed Royalty.|
3UN61F00HXN2GZM1E63XFD74XRYR5T W103 |Multiple kills made with a dragon creature |
3XLBSAQ9Z5AQ5UMBCGC7Z0NZXLGZ7R W229 |I really liked when all the characters were were torched!|
3C2NJ6JBKBFP24BM3GKI8MZICRRN2N W163 |Juggernaut and Venomancer get pulled into a Dark Seer ultimate and Jakiro stun, and they die.|
3QFUFYSY9ZDNHQDS96KTTWN7UE44FW W354 |Team Radiant kills Roshan, then kills Bounty Hunter.|
3MX2NQ3YCASMDV8DN59P4VTSYGZX5R W386 |Yakeen killed a yellow dude after his team run in a cave while breathing fire. camera was all over the place, and frequently moved in directions hard to understand. nobody spoke. Seems like Yakeen was godly or something.|
3NL0RFNU0GLYXC56AHBQ99FC2D5K44 W398 |The Dire attempt to stop the Radiant from taking Roshan.|
37ZHEEHM6XKPK1FIR9HYVZIKITU73L W153 |Bunch of firing and battle between the yellow and green flying things|
3R6BYFZZP8AEFS12THMYQ7K5NDHXFK W137 |The dire team takes Roshan at 35:38, and storm sprit takes the aegis of the immortal. The radiant bounty hunter is caught peeking at them and killed by the dire storm spirit.|
33PPUNGG3930ND6QLUAD4HEZXFSRZZ W61 |THE RED DOT IS KILL THE KILLER|
3X3OR7WPZ0YA0JAQ7KD45L8WSHZ8LU W385 |Killing scenes with the powers is extraordinary to see|
35LDD5557B2E12UCGLBMV3WCOP5KMK W295 |Multiple minions are being assisted by a champion from the red team.|
3X0H8UUIT2M8UX1YPWQBVNPD3PXSW9 W29 skip
3FTYUGLFSVJ8FP3WW58DAOQ0IQCD5E W103 |Huge group attacks each other and destroyed a statue thing|
3JAOYWH7VJ2AEOT0CCJI5H37D0UL90 W411 |sand king is died then Invoker is come with his allies and fight to enemies .|
3U8YCDAGXQE39RL04L8LTS18K4O0QX W398 |With the Dire defenders gone, the Radiant push the tower.|
3MHW492WW1BSHDOOFPPTXC7T4ZAMVU W163 |Faceless Void gets a 4 man ultimate and ends up wiping the other entire team as they try to push the barracks.|
31QNSG6A5SRBLYLO3QCUMGQVYCH782 W354 |Sand King kills Faceless Void and Crystal Maiden then both Faceless Void and Crystal Maiden buyback.|
3YW4XOSQKRJV89DZHDWQHYH7SI71UF W201 |Radiant win a fight and start to push. Sand king buys back.|
3K772S5NP99PNO1RT2K653BBNLLEHQ W313 |1:30:48: Sandking destroyed a tower.&#13;1:30:51: Enemy Faceless void used Chronosphere. 4 Friend team heroes were trapped. &#13;1:30:54; Invoker used chaos meteor, killing Silencer and sandking. Double kill.&#13;1:31:05: Ends a killing spree, killing Slark and Templar Assassin.&#13;1:31:50: Enemy Invoker destroyed 2nd middle tower, with the help from Crystal Maiden and Nyx Assassin. Only normal hits were used.|
3UJ1CZ6IZINEHEMETV325NC0J3XS5I W153 |Bunch of shooting at the flying green things|
3IOEN3P9S8HA6YNYLVYN1S3RPZ061Z W137 | The entire dire team aside from Earth spirit is caught out by a very good chronosphere ultimare from the radiant Faceless void. They are quickly wiped by all of the radiant team's area of effect spells. Faceless void kills the templar assassin, and finshes off the slark; invoker kills the silencer, and sand king.|
323Q6SJS8JEHT21NOD4CNLWBZN2FHD W239 |The Radiant are pushing the Mid Lane. Then the Dire's Sand King teleports to Radiant territory and ambushes the Radiant, who are fighting Roshan. It's a great play.|
3G5F9DBFOQV6PZNDOS9G57ZXMTJVHX W402 |The broadcaster dies and has difficulty respawning after two kills are made. |
3EICBYG645U6HWC3LBHWRSRNEFEJC0 W255 skip
3U5NZHP4LS0TKFQH2G0HZFAF06QPHG W277 |twitch.tv/mufasagr kills Make desicion&#13;Yerumon Edelmeyer Kills Darou&#13;Xellos kills hfh&#13;|
3U84XHCDIDBTM74SAIE0WO3P51TZ49 W398 |He warns his teammate, but it's too late. |
3O7L7BFSHFNPJJCBZK2R5FCQMG3IEP W385 |In this video also blue whale is the main highlight and different color in dark is nice to see |
3PPTZCWALRI0BCRQ8FLDZR4U1WDZQZ W106 |After a missed boat by Dire's Kunkka during a base push, the defending Silencer cleans up two quick kills, but Weaver kills the silencer and holds the base as the last remaining member of his team.|
3JAOYWH7VJ2AEOT0CCJI5H37DQ49LE W295 |Multiple targets are attacking and trapping a champion from the red team, and the champion gets killed.|
3NS0A6KXC569YNXC5JG15D0SWG9ZGO W29 |Yerumon Edelmayer kills Darou.|
32SCWG5HII2DNQ606X9D2OLPSBPP6X W229 |I like the contrast o the dark background with the bright colors of he fight. I also found the little white face avatar over the blue dragon pretty amusing.|
3RXCAC0YISNUERWPWTGOST3OXF08G6 W163 |Kunkka misses Clockwerk with his ultimate and then gets killed in Clockwerks cogs.|
3DH6GAKTYZN9KEICZP27CD7W1L8ZYD W49 |hero uses best ability and accomplishes nothing|
37UQDCYH6YT9WAH1BJN4EUA39BG7V7 W201 |Bounty hunter and kunnka die. Ally weaver kills silencer.|
3HMVI3QICKQCPIX4RETFKJNKO8Z1YY W408 |Shadow Fiend killed Riki using three shadow razes extremely.|
3WOKGM4L72E0OF8KP8GH4N6856YO0B W313 |Silencer and Riki with Wisp help is harassing Windranger, killing her with normal attacks. Kill awarded to Silencer.&#13;&#13;Riki killed recently revived Viper, but battle damage was enough to let Radiant Bounty Hunter to revenge Viper's dead.&#13;&#13;Dire team managed to kill recently revived Kunka and Bounty Hunter just with Clockwerk and Silencer.|
3R5F3LQFV3IXQ0EAT2T9AM9UND2ZOZ W153 |A lot of blue lights and shooting|
3I7DHKZYGOY5D9HSNB33YOTLTSUF56 W398 |It looks like the Dire team is about to be defeated when they tactically retreat to return a few seconds later with a kill. |
37Q970SNZF6FTWLVS81Q2XZJ6511SH W385 |Video itself looking too nice the main highlight is colors shown in dark|
3JRJSWSMQIJATGUSEHV419A140GE30 W11 |Ursa uses his blink to defend top rax and kill 4 of the Radient and pop the Aegis. |
3WMOAN2SRCVYZV9ORQ4TARWT9DNVNI W295 |Multiple turrets are shown firing at a champion from the red team, as he runs away to avoid suppressive fire from the turrets.|
3ERMJ6L4DZQQ6NNSXRMDRYRQI91M7K W29 |twitch.tv/mufasagr killed Daros|
3H7XDTSHKDP54SS7UWWU696AFFVWGN W103 |Kills from multiple players. Shots going all over the place|
3IXQG4FA2UWY1F7OLZUORE7213U9B9 W393 |Dead Dead Dead Dead Dead|
3DL65MZB8EDY6GQB7A65UCEVAQNCEG W300 |Kunkka attempts to chase the enemy team but is turned on by Silencer and killed.|
3RXCAC0YISNUERWPWTGOST3OXFN8GT W310 |Shadow Fiend killed Riki using three shadowrazes extremely.&#13;|
3HRMW88U17OCOCN8CS14CJH3A310MK W354 |Teamfight happens that results in Kunkka, Winter Wyvern, Windranger, and Weaver dying. Weaver has Aegis so he revives, but bounty hunter gets killed by Ursa shortly after.|
3VELCLL3GLH6PRG9MO1RVYG4IV9F1B W163 |Kunkka gets killed trying to run away after pushing the enemy high ground at their base.|
3WETL7AQWU6AXX1Z3G21XF4ORLS35R W201 |Kunnka get atosed in front of dire base and dies from multiple enemy attack.|
388U7OUMF8Z3LS00H0XLYIBDGTK0RY W313 |3rd top Dire tower being harassed by Kunkka and Weaver. Silencer defends. Ursa almost kills Kunkka afterwards. Rikki slammed Kunkka with tricks of the trade.&#13;Winter Wyvern, killed by Rikki with just normal attacks.&#13;&#13;Ursa's claws ripped Windranger.&#13;&#13;Weaver has an Aegis. Death but going to resurrect. Is almost killed but his partner, Bounty is team raped. Kill earned by Rikki. &#13;&#13;Radiant was wiped in top.|
32KTQ2V7REDUK6BLCOKX5UIWDAY9ME W137 |As the radiant were pushing dire's top tower, kunkka got caught out by the enemy silencer, and his team while in their base and was killed trying to back away. This led to a counter push on top where riki killed winter wyvern.|
3PXX5PX6LYWC6YHTD58ON9IM7TEAB7 W153 |Fighting and kills among the little blue and green guys.|
3QECW5O0KIZFWEZTIV8SFS8MK0KT58 W255 skip
3X4JMASXCN7G5LJBL3BVY369XLI0BD W153 skip
3R08VXYT7DTMBZH61TS00WTHF197W5 W244 |The green team is destroying the other team.|
3B3WTRP3DC04D27S261DQL4Y6K9291 W398 |Shadow Fiend revives and then teleports to the middle tower in order to begin farming gold faster. |
3E7TUJ2EGDKRGC58ZVLUM4V23EG9D5 W385 skip
3HOSI13XH0M3J2IPBBQW80ESUZZDDU W295 |Some guy starts cursing for no apparent reason.|
3ZV9H2YQQE54AGGJZHPANFH1B3N3W5 W32 |looked like a helecopter spinning around.|
3PB5A5BD0W4QEDR6MOOIET7TMHTG7Y W387 |Warous punch|
32N49TQG3HGRFCFZIMZOOLCTA84VAI W367 |The gamer is really killing the enemies|
33PPUNGG3930ND6QLUAD4HEZYPHZRH W29 |A teammate dies and the streamer plays sad music and complains.|
3QFUFYSY9ZDNHQDS96KTTWN7UEG4F8 W115 |Got the final hit on a lot of small monsters getting lots of gold. That looks like it requires a lot of skill is needed. At the red dot, the player got killer, unable to escape being stunned by the enemy. It seemed like they were caught off guard, won't be making that mistake again!|
3EQHHY4HQTQBR9DNYV9LG9TXVPZ5G1 W163 |Shadow Fiend goes to raze some creeps but Lina manages to stun him and then catch him with Dragon Slave as he tries to run away across the river.|
30BXRYBRP5VJ4ONIE2ECR9IBUPVWHT W313 |Early stage of the game.&#13;At 1:49:42 Lina Inverse burned out Shadowfiend, in the middle lane. |
38BQUHLA9XYXRTFRED3F2KDL89BMOW W106 skip
374TNBHA8CT06MHLCTJULKVSWLKYQL W137 |Shadow Fiend and the enemy Lina are farming mid in the early game against each other and as the shadow fiends gets too greedy trying to take on a ranged creep taking aggro, the Lina capitalizes with a light strike array, autoattacks, and then finishes the shadow fiend off with a dragon slave from long range. The shadow fiend player then rages about dying. Right as the shadow fiend dies, the opposing earthshaker is killed by his teammate spirit breaker.|
3DL65MZB8EDY6GQB7A65UCEV96CCE0 W308 skip
3TR2532VIQSH1F32BK4T5SZDISWJ6Z W114 skip
30OG32W0SV9HXKN2W0FJAN878CFEND W102 |The player plays sad music while complaining that he can't win anything.|
3EJPLAJKENE71U86T67FTMN31S0Z6V W398 skip
3OS46CRSLGXQSA3WS9IC8GA7DKAV6D W385 skip
3HRMW88U17OCOCN8CS14CJH39OH0M5 W295 |The lobby shows stuff.|
3IAEQB9FMFI2S8IGS6VM0O3D2I1WDP W12 |The highlight was about "Bulba is my only friend", He lost a match and was making jokes about why he can't win. *While sad music was playing in the background. |
3XCC1ODXDM9R9L5ZYYR0DO2VTJ8RQL W212 |One guy shouts kill them all and then gets murdered by a bunch of low health characters, followed by the insane and final rush of complexity gaming for the win. Bulba then proceeds to shout about how he can't lose a game like this.|
3IO1LGZLKAVSHY7JKG72G2QZ3TW86N W29 |The streamer says he can't win anything and then plays sad music as a joke.|
3KYQYYSHYW5UNZ9E1K4CJUQRZLDODQ W103 |At the menu playing and music. Guy says he keeps losing |
3B837J3LDPU3M1KCQ2G58OHWBI5SR9 W310 |Shadow Fiend killed Riki using three shadowrazes extremely.&#13;|
3FTYUGLFSVJ8FP3WW58DAOQ0IXI5DQ W293 skip
3EFVCAY5L4745TMQ4Z1RP6V4P8W8JR W163 |The streamer is very sad that he cannot win any games anymore and has sad music playing in the background, he goes on a speech about it.|
3YHH42UU5CDSIU5NCG0PC62EAZ8L02 W201 |Streamer play sad music beacuse he is losing. Gets sad.|
39OWYR0EPLP3FXRCYD809LREPH4FYX W15 skip
3YMTUJH0DTEX0VVT4QPIA028K3I4T5 W310 |Shadow Fiend killed Riki using three shadowrazes extremely.&#13;|
34Q075JO1YBFSN1JJ6I6SRT0B8B01C W53 |Shadow Fiend killed Riki using three shadowrazes extremely.&#13;|
3PS7W85Z800YX115LLL9R8DO6XKT9I W102 |The radiant side wiped the dire side team. It was funny when one of the players triggered the "It's a disasta" emote.|
3VJ40NV2QJL14O5BNA4ROY8D1XIOT5 W348 |the video starts with a really intense fight, when a big white shark kills some enemies. at 30:53 we can see some green allies fight with a fire tower but it's defeat in a very easy way|
3VFJCI1K40X0WWBLV2MOJAYTMS0RGI W385 |color are really highlighted in this video mainly its blue and green|
3U0SRXB7CE366OS7I6ZJ9U7QN4ORNS W228 |I like how the player one shoted the guy in the back once he came out the bushes. I also like that he killed the mob of minions in one hit. The attack saying Walrus Punch was funny.|
3LYA37P8IRLIIBQFPWLDHNLIBNJBKX W295 |A horde of allied champions attempt to kill one enemy champion, but they decide to focus the others, and win the fight.|
3WZ36BJEV4EHLUG2J5Z5IE8EV1JTBX W32 |a streak of red lava went down the screen.|
3Y9N9SS8LZ951AGSIMKKVRSG4OS3D9 W11 |Radiant wipes Dire without losing a single hero despite Dire using all their ults. Kunkka gets a long range stun kill. Radiant takes a set of rax and then almost wipes Dire again. |
3DR23U6WE6CFSXSMTW1VJMEZYZ3ETR W62 |Ushushushushush had gotten his second kill, then got a third kill to go on a killing spree.&#13;Darou got a double kill.&#13;The attacking team kills two towers&#13;There is an audible "Holy Shit!" when they start to destroy the towers.&#13;Ushushushushush gets another double kill.&#13;Darou gets another kill.&#13;Ushushushushush gets a third kill for a triple kill.|
3MMN5BL1W02854M5VFJNEHFAD7IM3I W29 |USHUSHUSHUSHUSHUSH gets a triple kill. Darou gets a double kill.|
3SNVL38CI5Q1SGIL3WH8S7R0UGQCKT W103 |A big fish came through the map. Multiple kills|
3XC1O3LBOTKTY32EAIOZWH4J79QLTX W110 |The killing isnt real its like they take a color and blow it off in the other person. The funny thing is to kill someone you slash them it looks like a joke.|
3AMW0RGHOE0LUBCS5EVU4Z7BN1JPNC W163 |Kunkka misses everyone with his ultimate but still manages to get a double kill with his auto attack and its splash damage.|
3URFVVM166GS35Y7PO5I9S1J5WMZU2 W354 |Earthshaker uses his ult on 3 people but fails to kill anyone. Lycan then kills Earthshaker and gets a triple kill. Kunkka then kills Puck and gets unstoppable. Kunkka then kills Tusk and gets a double kill.|
3IQ1VMJRYUITI52WFLUSW3NWI7CA9P W277 |Hino Rei Kills MONTRASH&#13;hfh kills Yerumon Edelmeyer&#13;Hino Rei kills Xellos|
39ZSFO5CA9U23QT3722WLYDTLFNJUC W255 |godzera went on a killing spree, and Hino Rei got a triple kill.|
3SITXWYCNW7O2BPMOF027HTK7UPXBV W21 |gbdzero is on a killing spree.|
3LRKMWOKB6FJJTP564VC396RLQH2Z6 W385 skip
3ZGVPD4G6UFD3SJIPJF84WFHL32ZT3 W202 |Godzera has a triple kill using auto attack during a team fight |
39JEC7537VZF8RCX20VFUG2HA7GVC3 W106 |An Ursa, the last surviving Dire player, is caught out and kited to death in the Radiant woods.|
33IZTU6J82ZNJX6OZ1MXX63KCNFSX6 W12 |The highlight was there was a teamfight and silencer got caught later dying, losing the aegis from windrunner, then kunkka followed up with his torrent that would finish off silencer. Weaver ended up with a triple kill finishing enemies running away.|
3Z9WI9EOZ0MS9OT1POV93YOG73AKHF W244 |Green team is battling with red team.Green team is winning from what i see. Looks like a good battle. |
3PEIJLRY6URGQENXJ6WYUV65I2WXWF W86 skip
36WLNQG7808FWBY5TAAAJS8DSX8BED W29 |Hino, Rel gets a triple kill and the streamer says that they won.|
3I2PTA7R3US5MHS48EI3CCGHY04QKZ W181 |The player completes a triple kill  |
33LKR6A5KFIG8WYAH86GC2V5931T1F W163 |A teamfight begins, Weaver manages to get a triple kill while the other team gets wiped, and Kunkka gets away with very little health.|
3LPW2N6LKU0UWREII0Y2KOUO4XE5U1 W354 |Weaver killed Ursa and got a triple kill.|
37ZHEEHM6XKPK1FIR9HYVZIKITA731 W398 |The Radiant turn it around with a triple kill ending in a team wipe.|
31EUONYN2W1GHG90S546PGWYZ2WOVO W137 |Windrunner killed the silencer, who had a 4-killstreak going on. Then weaver killed Ursa, and the entire dire team had been wiped. The player said "We won" as he noticed that.|
378XPAWRUDBMT6VZJF059WMZ1X3IAK W277 |twitch.tv/mufasagr Kills Make decision.&#13;twitch.tv/mufasagr kills Mino.Rei&#13;Darou Kills twitch.tv/mufasagr&#13;twitch.tv/mufasagr kills Darou|
3GD6L00D3TVCV18Q8B54QO0DED21MI W398 |The teams exchange kills until the 2 survivors kite towards the radiant base. &#13;|
3PXX5PX6LYWC6YHTD58ON9IM69XBAM W167 |Hints red light on. Thanks|
3HFNH7HEMIC0KVWLINXOEKOOQ60QGI W385 |Blue dragon and bomb graphics is amazing |
3NPFYT4IZD2KTSXX41SG8SKHN9TXGS W250 skip
3X3OR7WPZ0YA0JAQ7KD45L8WSHQL8Y W224 |hontrash killed riki using three shadowrazes extremely.|
3R2PKQ87NX6NV74OGIQAINHZWJ7IMU W32 |there was a glowy flying dragon.|
3WSELTNVR40C2KBADRZ9N3O8DL8ATX W295 |An encounter commences and then finishes swiftly, as both a red team and a green team champion become casualties on the battlefield.|
3PW9OPU9PRIMOX4XYTMKBFMF9IL21D W29 |Daroa killed twitch.tv/mufasagr , ending his 8x kill streak.|
